age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,capital
20대,other,level3, Never-married, Sales, Not-in-family, White, Male,45, United-States,1,zero
20대,normal,level2, Never-married, Other-service, Not-in-family, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Sales, Not-in-family, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Adm-clerical, Wife, Black, Female,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0,zero
20대,normal,level3, Divorced, Tech-support, Not-in-family, White, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,0,zero
20대,normal,level2, Married-spouse-absent, Sales, Not-in-family, White, Male,55, United-States,0,zero
20대,normal,level3, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
20대,normal,level2, Married-civ-spouse, Sales, Wife, White, Female,40, United-States,1,zero
20대,normal,level3, Never-married, Farming-fishing, Unmarried, White, Male,50, United-States,0,zero
30대,normal,level4, Never-married, Exec-managerial, Not-in-family, White, Male,60, United-States,0,zero
30대,normal,level3, Never-married, Prof-specialty, Own-child, White, Female,40, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,zero
10대,normal,level2, Never-married, Other-service, Own-child, White, Male,12, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States,0,zero
20대,normal,level3, Never-married, Sales, Own-child, Black, Male,25, United-States,0,zero
40대,other,level2, Married-civ-spouse, Sales, Husband, White, Male,55, United-States,1,zero
20대,normal,level3, Never-married, Sales, Not-in-family, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Exec-managerial, Own-child, White, Female,40, United-States,0,zero
50대,normal,level1, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,0,negative
40대,normal,level2, Married-civ-spouse,temp, Husband, White, Male,40, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,37, United-States,0,zero
10대,normal,level3, Never-married,temp, Own-child, White, Female,20, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Other-service, Husband, White, Male,55, United-States,1,positive
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,65, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0,negative
30대,normal,level2, Never-married, Farming-fishing, Not-in-family, Black, Male,60, United-States,0,zero
20대,normal,level2, Never-married, Handlers-cleaners, Own-child, White, Male,35, United-States,0,zero
60대,normal,level2, Divorced,temp, Not-in-family, Asian-Pac-Islander, Female,15, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,zero
20대,normal,level4, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse,temp, Husband, White, Male,54, United-States,1,zero
20대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,30, United-States,0,negative
50대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,0,zero
70대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,6, United-States,1,zero
30대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1,zero
40대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,55, United-States,1,zero
10대,normal,level3, Never-married, Other-service, Not-in-family, White, Female,75, United-States,0,zero
20대,normal,level3, Never-married, Handlers-cleaners, Own-child, White, Male,25, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,zero
30대,normal,level2, Divorced, Craft-repair, Unmarried, White, Male,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,1,zero
30대,normal,level2, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Other-service, Own-child, White, Male,40, United-States,0,zero
40대,normal,level3, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States,1,negative
30대,normal,level4, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States,0,positive
20대,normal,level2, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,80, United-States,1,zero
30대,normal,level1, Never-married, Craft-repair, Not-in-family, White, Male,40, Mexico,0,zero
30대,normal,level2, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,47, United-States,1,zero
40대,normal,level3, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,48,temp,0,zero
20대,normal,level2, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,0,zero
40대,normal,level4, Divorced, Sales, Not-in-family, White, Male,50, United-States,1,zero
20대,normal,level3, Never-married, Sales, Own-child, White, Male,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Other-service, Wife, White, Female,40,temp,0,zero
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,zero
30대,normal,level3, Separated, Other-service, Unmarried, Black, Female,25, United-States,0,zero
50대,normal,level2, Widowed, Sales, Not-in-family, White, Female,30, United-States,0,zero
20대,normal,level3, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,0,zero
30대,normal,level2, Never-married, Exec-managerial, Not-in-family, White, Male,60, United-States,0,zero
30대,normal,level2, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States,0,zero
70대,normal,level1, Married-civ-spouse,temp, Husband, White, Male,8, United-States,0,zero
20대,normal,level2, Never-married, Other-service, Own-child, Black, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Sales, Own-child, White, Female,24, United-States,0,zero
30대,normal,level2, Separated, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,60, United-States,0,zero
50대,normal,level1, Married-civ-spouse, Sales, Husband, White, Male,85, United-States,0,zero
30대,normal,level3, Never-married, Sales, Unmarried, Black, Male,50, United-States,0,zero
50대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,7, United-States,1,zero
40대,normal,level3, Separated, Prof-specialty, Unmarried, White, Female,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0,zero
30대,normal,level4, Married-civ-spouse, Exec-managerial, Wife, White, Female,48, United-States,1,positive
40대,normal,level3, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,1,zero
10대,normal,level2, Married-civ-spouse, Sales, Wife, White, Female,36, United-States,0,zero
40대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1,positive
20대,normal,level2, Never-married,temp, Own-child, White, Female,40, United-States,0,zero
30대,normal,level2, Divorced, Other-service, Unmarried, White, Female,40, United-States,0,zero
40대,other,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States,1,zero
50대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
40대,normal,level3, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,1,zero
20대,normal,level3, Never-married, Prof-specialty, Own-child, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Handlers-cleaners, Not-in-family, Black, Male,40, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0,zero
50대,normal,level2, Divorced, Sales, Not-in-family, White, Female,48, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States,1,zero
20대,normal,level3, Never-married, Craft-repair, Own-child, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States,0,zero
50대,normal,level3, Widowed, Adm-clerical, Other-relative, White, Female,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Prof-specialty, Wife, White, Female,15, United-States,1,zero
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States,0,zero
40대,normal,level2, Divorced, Sales, Unmarried, White, Female,45, United-States,0,zero
20대,normal,level3, Never-married, Protective-serv, Not-in-family, Black, Female,40, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,zero
30대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,70, United-States,0,zero
60대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Transport-moving, Husband, Black, Male,35, United-States,0,zero
50대,normal,level2, Divorced, Protective-serv, Not-in-family, White, Male,40, United-States,0,zero
30대,normal,level2, Never-married, Sales, Unmarried, White, Male,66, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,0,zero
40대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, Other, Male,35, United-States,1,zero
40대,normal,level3, Married-civ-spouse, Tech-support, Wife, White, Female,20, United-States,0,zero
20대,normal,level3, Separated, Exec-managerial, Not-in-family, White, Female,60, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
50대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, Haiti,1,positive
20대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
20대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,1,zero
20대,normal,level3, Never-married, Sales, Not-in-family, White, Male,50, United-States,0,zero
30대,normal,level3, Divorced, Other-service, Unmarried, Black, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Adm-clerical, Not-in-family, White, Female,35, Canada,0,zero
70대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,36, United-States,0,zero
40대,normal,level3, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States,0,zero
30대,other,level4, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Protective-serv, Husband, White, Male,56, United-States,1,zero
50대,normal,level2, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States,0,zero
40대,normal,level2, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States,0,positive
30대,normal,level3, Never-married, Craft-repair, Own-child, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,1,zero
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0,zero
70대,normal,level1, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,0,zero
10대,normal,level2, Never-married, Sales, Own-child, Black, Female,35, United-States,0,zero
20대,normal,level2, Never-married, Sales, Not-in-family, White, Female,48, United-States,0,positive
40대,normal,level3, Divorced, Machine-op-inspct, Not-in-family, White, Male,35, United-States,0,negative
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,zero
20대,normal,level3, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,positive
60대,normal,level1, Divorced, Tech-support, Unmarried, White, Female,38, Columbia,0,zero
40대,normal,level4, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,1,zero
20대,normal,level2, Never-married, Craft-repair, Own-child, White, Male,40, United-States,0,zero
30대,normal,level2, Never-married, Other-service, Not-in-family, Black, Female,25, United-States,0,zero
